"ENTREZID","logFC"
319180,-0.665389353
57441,0.368318899
66834,-0.027688404
20677,-0.587019904
13557,1.120288435
238564,-0.19120935
66222,0.338210227
97848,0.017645241
22151,0.093129397
73710,0.027693184
73102,0.024820634
66895,0.435870505
69123,-2.434785571
208366,0.855798034
74145,0.518416092
17828,0.198182072
66143,0.030282189
54326,0.890531437
18003,-0.614324205
56705,0.333721453
94245,-0.129684548
20238,-0.145708335
218210,0.172920737
105193,-1.103571106
22017,0.335486092
110052,0.236137187
218232,-0.137324507
75607,0.257510918
68480,0.055388327
667503,0.204593995
18030,-0.016548897
26564,-0.470987968
13488,-0.759958245
73666,-0.357092953
74325,-0.108117241
56320,0.18610082
27261,-0.246389741
57266,-0.668723579
56085,-0.27290853
723902,0.464802844
14451,0.037394782
214639,-0.49914648
13025,0.222147346
13024,0.281882198
71508,0.05960793
77117,-0.072776697
14120,-0.455240468
14088,-0.224036649
19206,-0.296958514
70484,-0.139504198
218294,0.191187668
66129,-0.030248945
67530,0.265254631
66410,-0.419115589
238690,-0.698638569
629016,-0.038708949
235907,0.3726153
210044,0.485216332
74470,0.110711102
211446,-0.126887435
238722,-0.556287286
73296,-0.220927392
218341,-0.002394156
77041,0.107150771
67486,-0.516405123
100628621,0.062813143
12867,0.289376159
66795,0.24431784
320297,0.210788564
69085,-0.507692913
76722,0.554013307
19418,-0.271089111
17686,-0.092759325
218441,-0.519700894
21828,0.111472194
76469,0.705656484
328309,-0.05055072
66549,-0.507907629
14063,-0.150469222
14062,-1.142814631
15357,-0.136848894
105372,-0.217513697
380863,0.852118473
218503,-0.044154042
69603,0.267313917
68927,-0.327213612
17755,0.132040109
78038,-0.049199933
544971,-0.094681417
17948,0.732092067
19356,-0.50667045
12572,-0.38495657
18708,-0.064805333
218543,-0.366301787
238831,-0.371764454
26401,-0.129361248
69590,-0.420588179
14313,0.003053224
109700,0.004168593
52552,-0.073094147
102638835,-0.187125711
245269,-0.139939128
72465,-0.288722211
100861753,0.013262723
100169868,-0.247030536
286940,0.23515568
218734,-0.282659576
246103,0.095395379
218756,0.426635717
21834,0.327693813
67725,-0.09301434
218811,-0.123806583
268721,0.18125019
22330,0.172656795
319486,0.446067171
77592,0.060180854
105675,-0.254655954
142687,0.694177898
71704,-0.488106806
22418,-0.428248093
218865,0.011482719
75901,-0.030934022
328370,0.17241206
16427,0.863483573
23955,-0.880400018
70021,0.636876429
21924,1.077566916
74427,-0.229133522
78754,0.151842081
27057,-0.014539929
26430,-0.370824184
319955,0.082037418
11752,-2.022022166
105450,-0.680617471
320323,0.608255123
638262,0.508684961
102635261,0.668797021
666660,0.342023509
74480,0.370386724
16854,0.200773718
78938,-0.125993301
16709,0.52928679
93834,0.406684746
218989,-0.028572999
606497,0.546775532
70646,-0.391906215
258663,-0.112077364
54159,-0.164666393
278676,0.486413167
214922,-0.284084806
268739,-0.126043453
268741,0.004748206
100038850,-0.254221902
436467,0.079246139
219065,0.373333318
382180,-1.069367705
195296,-0.47241109
634322,-0.13525717
547323,-0.410801388
105501,0.036941372
12050,-1.130169651
68966,0.12952734
105663,-0.20710681
68680,0.596088858
19186,-0.10619561
277154,-0.711988576
21821,-0.251160521
14180,-0.319554245
71330,-0.539167427
219134,-0.287293371
239126,-0.984495586
50720,-0.157285328
619548,0.248905479
219149,-0.455856629
100124452,0.550445301
72400,0.154036859
16554,-0.57110391
380912,0.920875774
110902,1.048917515
13592,0.424728392
105440,-0.206586402
14714,0.337107521
20855,0.295618255
94352,0.392307799
75016,-0.334884429
13655,0.476290139
213484,-0.628433336
14586,0.753459899
668489,-0.388422067
105670,0.102595977
67168,-0.58145839
13885,0.290254206
18826,0.377910836
27275,0.354803876
21807,0.305554018
108670,-0.786498317
211253,0.062833803
211286,-0.453904004
622052,-0.169861684
387135,-0.138749432
58245,-0.167898305
105559,-0.119170957
105245866,0.014154849
100504200,0.750622362
545013,0.181712644
108168176,0.674211655
268709,0.525486647
66413,-0.567637544
218763,-0.327799542
218772,-0.753212189
22194,-0.065176094
218793,-0.035520011
432825,0.865630811
67509,0.162574724
70601,-0.005507147
108671,-0.414641446
74843,0.12522958
78787,0.217474254
59011,-0.149912646
68760,0.03613693
12325,0.41846315
27389,0.45385168
69156,-0.350591041
16531,0.731898005
68173,-0.124977528
74272,0.642328502
71918,-0.625528176
320234,-0.643237875
50905,0.494372312
18753,0.227980814
30877,0.473504155
100217431,0.676511913
71838,-0.028366465
24056,0.462349097
67011,0.0412775
56794,-0.130778219
100504518,0.401680148
26419,0.285533193
75698,0.003380557
20618,0.353198203
24131,0.530989848
70045,0.68500785
52588,-0.227034026
102634269,0.639915165
102639037,0.312498369
666253,-0.015894969
102634304,0.901367968
13586,0.639109672
70561,0.022371008
114874,0.665692854
14528,-0.028345458
105504,0.034656362
67419,0.34372426
85029,-0.322991699
21745,-0.250458645
546611,-0.022324006
66246,-0.411645974
69890,-0.451941193
258420,0.527047982
15381,-0.176761392
76338,0.244486471
219072,0.025049982
74359,-0.544499046
239096,0.039663085
56215,-0.206256937
50934,0.989366771
105651,0.269873546
13644,-0.233109887
140781,1.021897399
85308,-0.276159254
75751,0.064856727
104110,0.207446591
56532,0.69511949
545056,-0.46287257
17227,-0.106847445
14939,-0.233638022
100503823,-0.234145214
66645,-0.080499127
68631,-0.042756891
57258,-0.174797883
219131,-0.469739976
628705,-0.479311339
24053,0.4480042
668253,-0.238082468
387174,-0.67248613
14137,0.631481662
14365,-0.882948148
13850,0.344815134
12934,-0.914403516
71978,0.270700844
71843,0.01138531
246710,-0.523158457
213053,-0.525217066
67065,-0.187489511
13829,-0.102742463
16432,-0.244866075
67554,0.272806935
68705,0.026692303
100316715,0.242977857
380921,0.39738154
66214,0.062380018
66897,-0.321324311
13134,-0.817348502
72662,0.107338171
210789,0.691515904
66200,-0.849595494
102633345,-0.376832208
239217,0.080338491
13618,0.728609513
74213,-0.012476205
621364,-0.128960157
239273,0.183562243
105445,0.139048466
319727,0.290974894
70551,-0.143162148
14169,0.066937215
67281,0.16876439
13132,0.970272889
223332,0.299807757
68646,0.018992591
17117,0.024381758
381002,-1.646195011
73339,-1.894002682
66629,-0.256636944
320873,0.03336357
17909,-0.315972561
66270,0.921887755
11732,0.517534227
69574,0.303880621
68073,-0.845628166
20356,-0.117561124
15529,-0.195345873
67724,-0.496009191
666173,0.118369403
26942,-0.835101429
69659,-1.186898552
239410,-0.209114315
69790,-0.034678065
105853,-1.325073242
210544,0.137360578
76773,-0.646152076
210998,-0.133327174
20775,-0.509692522
211770,0.001340869
320469,0.086634639
17869,1.501161107
239510,-0.205337268
105841,0.027293349
223626,0.480021443
68453,-0.25885488
105734,0.335487361
69020,0.000852755
68877,-0.503648205
52710,-0.665998632
76282,-0.194501253
69572,-0.146608247
223664,-0.277514838
223669,-0.9245614
117171,-0.691881108
71939,-0.348975894
245282,-0.101030762
666348,0.703719711
12983,1.054867061
246221,-0.106876256
72318,0.237528451
97961,-0.492055641
14958,-1.013173712
27008,0.032455531
17133,0.547649503
73739,-0.387188094
100504191,0.528359667
66513,-0.389199271
11911,0.129661682
20286,0.089159741
21685,-0.269028051
66346,0.685397716
14375,0.655124067
24050,0.350924571
68607,0.030305088
104307,0.081394674
116939,0.107724701
170736,0.370437857
109270,-0.14756474
73167,0.558247805
18141,-0.323555081
239570,0.078975772
106014,-0.308119663
70073,-0.129597543
223773,-0.739312633
76737,-1.003678996
223776,-0.028109003
105246016,-0.218594271
100532730,1.023825513
223828,-0.194520691
380967,-0.177338031
18642,0.198249388
12297,0.090428421
73600,0.557545649
207214,0.062541002
11908,0.094790097
70152,-0.495009584
11482,-0.24666387
15370,-0.16624163
574415,0.662762943
68744,-0.756310409
105988,0.290293505
15426,-0.36633599
15425,-1.37972589
15424,-0.798466962
106052,-0.490634639
414066,0.438941825
109828,0.28697136
239319,-0.45269114
268780,-0.360288703
20512,0.070446691
16197,0.133428112
78244,-0.115594472
67832,0.028554973
75646,0.343264813
110960,0.098617968
18162,-1.213533537
68070,-0.273051267
12563,0.08462941
64833,0.256219825
432940,-0.04886455
223433,-0.306029338
67434,-0.114478018
12465,-0.10713341
73486,-0.495417019
19946,-0.280480095
100126269,-0.179308616
68839,-0.470180785
382985,0.157853352
21847,0.323844942
239393,-0.42063863
223513,2.824728904
11600,0.067496066
319613,0.247690247
83925,0.440049492
320679,0.078470345
18606,-0.115503128
319944,0.22596247
20649,0.597679168
15117,0.141914269
67731,0.127465906
268807,1.551399527
211401,0.281247144
399603,-0.188559394
270328,0.229262251
223601,0.057983487
20491,0.07340486
17988,0.782026652
380993,-0.347247655
106068,-0.054466658
11838,0.413875029
17067,-0.230448691
105892,0.318624804
378435,-0.064943349
223646,-0.151137849
105732,0.082858898
12181,-0.144602323
66914,-0.141096341
54151,-0.417046302
223666,-0.25996486
71591,-0.359788149
239546,0.03304636
17189,0.533494319
223672,0.186502882
328561,-0.908961092
328563,-0.132111626
17886,0.861207959
55944,0.170081954
19293,-0.344661673
12984,0.308983236
22117,-0.795447982
16185,-0.828234447
17305,-0.743180248
105844,-0.90401178
223690,-0.533441968
100316695,-0.261634923
67040,-0.384344969
223697,-0.358299823
52609,-0.154204631
18591,-0.576209771
100302601,0.292693514
27367,-0.078667808
100302600,-0.17900637
20524,-0.315268474
28075,-0.045538603
67130,-0.63950614
223706,0.408488598
239559,0.054486839
223722,-0.053259927
223732,0.200828688
223739,-0.280527485
72355,0.002334153
223753,-0.120271235
69120,0.152674439
140570,-0.083837935
70113,0.170438642
68708,-0.567794706
26874,-0.323107572
67057,-0.171617975
106042,-0.851473242
319722,0.085664885
67760,0.343211231
69354,1.02848598
105827,0.143747015
71919,-0.616029117
223864,-0.26354916
22337,0.900108002
223870,-0.08104353
239652,-0.658085527
100217416,-0.55781844
12455,-0.128508046
223881,0.212018349
19082,-0.307544966
13363,0.078072042
22143,0.259241695
22142,0.022452568
19009,0.060497241
78445,0.012480017
207818,-0.230437138
668218,0.296386052
619313,0.394558379
668225,0.597851038
74127,-0.378535237
406219,-0.295268261
64818,-0.059437067
432985,0.275909098
16687,0.217455194
223915,-0.22970558
223917,-0.618736916
223918,-0.188439849
223921,0.233930097
67942,-0.132504011
67488,0.418539718
29813,0.148226961
58200,0.332367074
74120,-0.275743197
385674,-0.50995814
74763,0.015178607
66911,-0.172899739
74684,0.128635498
170644,-0.326801687
268859,0.282730328
12265,0.286655867
74478,-0.051402017
72555,0.091951572
100124432,-0.058723912
723899,-0.469019543
67118,-0.194160929
106298,-0.222473001
93734,0.300250532
17250,0.032146684
19090,-0.21729661
12609,0.379505517
433003,0.524699258
58180,0.569745181
12929,-0.427201706
66863,-0.272863831
18440,0.122111723
15547,-0.209492732
12741,-0.076227499
22230,-0.554271256
72307,0.117142111
15260,-0.190401987
75785,0.100715619
13544,0.32511513
27406,-0.203864422
107522,-0.610052999
100217430,0.164098919
245841,0.449938795
100043489,0.180088256
75826,-0.389650098
100216532,-0.058379443
100217420,0.495412381
20440,0.274128986
319487,0.016180443
27281,0.405800118
74143,-0.302522205
15205,0.283266659
224093,0.343199528
71911,-0.441662284
13383,0.134438626
69576,0.44923311
66061,0.025669768
22042,0.181242951
51789,-0.31419528
57808,-0.506988482
239833,-0.699826774
100316698,0.235822733
16419,0.199630004
70757,-0.127915357
224129,0.440475769
80285,-0.539069736
16646,-0.092899587
15163,0.288518256
67657,-0.24165022
64082,0.011927753
12519,0.598802167
67846,-0.257743945
56375,-0.455649615
56490,0.089460198
100124467,0.592138478
72117,0.022085701
212547,0.204768571
67896,0.416289895
245195,1.477477601
73916,-0.629406998
16423,0.126458312
208650,0.193039795
68193,-0.462984483
271377,-0.080593335
28185,-0.230717676
78749,0.487761802
12892,-0.422688892
224250,-0.210117603
19128,0.161229538
73569,0.096978209
387229,1.022936627
78654,0.464606643
67374,0.057470458
74112,-0.21609533
224419,-0.140908055
546672,-0.629565838
100503390,-0.066042164
70967,1.158811622
16155,-0.405245647
15975,-0.424085134
15980,-0.110459619
100038392,0.231109959
109857,-0.516568267
70028,0.386642161
20465,0.028025752
170765,-0.627581534
13548,0.115395438
23872,-0.100949464
71446,-0.856383828
17858,-0.167566093
245305,0.220784765
52864,-0.406709731
12914,0.026130076
11515,0.491553138
106393,0.210948766
83383,0.056090807
78885,-0.018841581
72615,-0.133317261
70511,0.390659401
66690,-0.552683807
52502,0.015872394
19120,0.252790413
56722,0.652142931
66409,0.265170962
102635268,-0.366690953
70100,0.764721452
74108,0.619820795
17880,-0.330903376
17217,-0.116013136
72083,-0.207199902
224014,-0.4164263
70458,-1.739892622
791069,0.157814009
64136,-0.651131452
69009,-0.101406775
74685,0.905801915
80733,0.36212084
13358,0.125116028
19125,0.042384114
16142,-2.562372776
110612,-2.331249406
27416,-0.392198813
12724,0.12029185
74147,0.295294224
66664,-0.641269451
319765,-0.13435863
110197,-0.868036062
106344,0.024164784
68841,-0.031014425
12737,-0.368401384
71756,-0.929752569
224088,-0.052703174
224090,-0.670003246
224092,-0.031459675
78618,-0.155609982
66849,-0.095172196
320213,0.158320579
268882,-0.540998948
545156,-0.043164514
317717,-0.201447864
72599,-0.559502617
102639045,-0.231923269
70186,-0.68051416
12374,0.359133519
57738,-0.546413562
207215,0.722311952
74197,0.12297829
85031,-0.615009248
106248,-0.25162282
332175,-0.494281095
207798,-0.497478014
17470,-1.026824929
433022,-0.028717588
70508,-0.35553878
80859,-0.174491247
52575,-0.593193855
56277,0.085363173
52633,0.025017009
12837,-0.534340254
54613,0.554822391
224273,0.324798877
100503619,-0.113385222
11504,0.615622137
53858,-0.459297631
12469,-0.181403626
68637,-0.111420652
66578,0.001719705
68001,0.075887049
246738,0.241201394
14450,0.1728842
60364,-0.061095663
54720,0.327472388
110948,-0.305555223
15312,-0.512752652
17857,0.413806294
72388,-0.021638432
114565,0.466437168
320586,0.062249408
24001,-0.132010073
20975,0.301142998
83672,0.509173398
20112,0.006562254
66832,-0.351095475
75296,-0.410119075
667114,0.747914733
100526796,0.288494786
102639507,0.289146138
224523,1.102506368
20518,0.713020449
104103,0.534304185
100303746,-0.606525498
100038394,0.223530402
272667,-0.08918443
100041574,-0.237841739
12648,0.00288889
213811,-0.485630985
22759,-0.70636982
626854,-0.381757134
67045,-0.239274986
75202,0.396204226
14289,0.59697031
22710,-0.221575797
381066,0.435576909
381067,0.083289783
74670,-0.022447285
224598,-0.111223541
74149,-0.76591883
212733,0.224460674
268930,-0.226340692
638247,-0.012023156
57256,-0.297870614
213171,0.105238654
27410,0.000441968
19826,0.229231944
75614,0.297806969
18763,-0.010813255
71893,0.03170734
104366,-0.253613424
66211,0.329700109
16005,-0.006662017
79043,-0.53236088
79059,-0.024279297
106633,-0.534677369
100272221,0.076985849
76483,0.175732696
106707,-0.849608599
69431,0.51231744
60455,-0.353197375
66978,-0.327328702
240055,-0.970305623
77128,-0.154164977
16440,-0.523934978
224650,-0.215944547
224656,0.027372306
72775,-0.274368788
26416,-0.336200151
105246246,-0.298425523
20383,0.223810394
12575,0.123765656
18712,-1.09927647
224674,-0.102185966
18585,0.066995957
78330,0.050126481
18771,-0.420458698
224691,-0.348504704
224697,-1.05592148
17916,-0.768106251
80880,0.023031985
57315,0.11928858
15000,0.581003478
21354,-0.586179407
21355,-0.53202179
14969,-0.028557975
18132,0.079626738
260297,0.542858652
110147,-0.153304036
15482,0.715996724
27756,-0.069083929
114584,0.198092651
81845,0.201403659
53817,0.078915422
15015,-0.71126667
15016,-0.386798857
386463,-0.739473601
14251,0.09827332
240087,0.472987263
106582,-0.032038491
76448,0.270920752
102635200,-0.107216651
52040,0.100217626
22715,-0.012990138
383243,0.735172758
17850,-0.076540886
627626,0.141034879
94185,0.062385498
27226,-0.354200943
56050,-0.325784565
224796,-0.405833908
109115,0.474258113
105246278,-0.481158588
73836,-0.737579544
224813,-0.589037151
27398,-0.009885486
66515,-0.271858679
224824,0.400100062
72726,0.131427496
56771,-0.567676708
224836,0.481242159
107971,-0.059211717
58218,0.899092722
320148,0.153242428
83433,0.515570875
106821,-0.126392277
56738,0.253900568
18519,0.074036597
52614,-0.378799962
224893,0.042845205
14154,0.158447419
18140,0.248246967
224903,-0.272859932
69875,-0.56714402
21950,-0.148135009
22324,-0.334801206
14158,0.085968964
17158,0.520769775
70351,-0.237530127
17929,0.235964382
64898,-0.689846742
72515,0.549554275
100217456,-0.000254875
78785,0.600635661
383295,0.438141497
77889,-0.477860896
225010,-0.568078577
74196,-0.38797139
240168,-1.037238857
53951,-0.680284177
68554,-0.099732542
73694,-0.728568656
381110,0.640136902
319625,0.123629223
378462,-0.315038201
381112,-0.606129559
68027,0.346906481
213556,-0.314545743
18754,-0.183598081
17685,0.083753658
17688,-0.096330284
67311,-0.253840344
328734,0.049386127
224481,-0.505619013
547127,-0.264597081
100040525,-0.621935133
22350,0.269092638
380608,0.13212584
667055,0.342601257
26407,-0.096790632
20519,0.229493188
16004,0.033071268
240023,0.998614984
224530,0.204125307
110460,-0.31830182
436440,0.172974603
625850,-0.021158379
381058,0.196043194
100041289,-0.040707646
18567,0.117599307
213389,0.140031064
68799,-0.375502992
240041,0.017194215
22700,-0.319390985
449521,-0.590634194
22654,-0.197899129
386612,-0.435368467
27279,0.944895324
76498,-0.394326818
353130,0.470280953
638345,0.525075901
18607,-0.381263348
18209,0.25963868
56716,-0.339665763
213773,-0.048159949
100306952,-0.180583029
26426,-0.444181998
407831,-0.780852049
68977,0.391191325
106618,0.517500753
100034748,0.409028035
50817,0.14066772
14570,-0.771160695
19252,-0.201253273
12018,-0.052563389
271424,-0.225775578
106672,0.330894569
14229,0.134499571
20815,-0.164875365
207819,-0.248293024
69307,0.318635204
105246247,0.356011359
224671,-0.016806971
108121,-0.174744732
18131,-0.471921137
56399,-0.042584766
73451,0.412236362
77652,-0.022945228
224694,-0.207163437
76936,-0.384495728
57875,0.808376194
54127,-0.435766286
407803,-0.142093624
16912,-0.631490152
54397,0.37290629
12268,0.061350022
14962,-0.076737561
68763,0.344926574
100217427,0.592919579
193740,-0.723414044
266614,-0.12487731
53761,-0.00329229
12305,-0.226057329
224742,-0.059418782
15040,-0.649107064
100529082,-0.34802586
79263,-0.372388431
14997,0.024413917
76497,-0.079042409
66136,0.015636948
258470,-0.024410595
258508,-0.030435533
71583,-0.177561406
15516,-0.606563972
63959,-0.776596909
80905,-0.161419324
20016,-0.331319751
74094,-0.431623981
224814,0.240087537
78309,0.596597994
20807,0.229645891
21770,0.48335105
66229,-0.111876405
53414,0.207275324
18044,-0.208565917
11811,0.122005098
72238,-0.152892034
20230,0.207801969
72836,-0.708700397
106766,-1.229708203
76905,0.860302666
66905,0.01004477
100504425,-0.054530307
224902,-0.503168658
19725,-0.251832728
64144,-0.260026773
98053,-0.241111733
66972,0.201086298
22153,0.167962576
67993,-0.060581785
13640,-0.155011526
50758,0.01650355
224938,0.018014803
19765,-0.415495443
240131,0.018120988
268970,0.007152924
102640823,-0.074887905
246707,0.214507586
67052,-0.858567166
68789,0.136193833
72722,-0.345777855
225020,-0.110073305
320473,-0.210572697
12607,0.043145257
75292,-0.096720777
56298,-0.766385687
20662,0.013338133
12193,0.069731891
72104,0.221840394
74597,0.125022687
16867,-0.01334877
76781,-0.129344881
100038746,-0.688569158
68010,0.659098598
67440,0.203897105
225131,-0.051943412
14370,0.613639525
225160,0.099073135
14465,0.513605313
225182,0.138590779
63955,-0.81564922
76482,-0.07952358
102640426,-0.587550272
16210,-0.491168867
225215,-0.301631399
13510,0.484790037
67664,0.686921364
13527,0.266445305
69256,-0.226746502
22694,-0.428582197
68591,0.351929187
225288,-0.214627083
225289,0.1138623
225326,-0.192961783
225339,-0.122409262
73473,-0.065818288
69749,0.14581372
53871,0.014445093
13653,1.381768597
12385,0.276471499
100503380,0.032562088
100316700,0.286623308
436583,-0.107748011
56550,-0.192761623
67843,-0.257034519
71983,-0.262417752
67936,-0.840278728
378472,-0.514309878
627427,0.405087474
93877,0.204758898
93886,-0.083409689
93889,0.620571498
105246409,-0.259803544
66839,-0.283959593
269016,1.000683594
56070,0.350463927
58916,0.280417444
626275,0.167850054
13664,-0.654154644
11777,0.082030271
74574,0.379195771
69456,0.089178026
106869,-0.212822078
67222,-0.177434197
67847,-1.037649021
67804,-0.488543203
70425,-0.136488085
107022,-0.408668902
56698,-0.531096375
73137,0.086922238
20496,-1.376103975
66307,-0.450329288
78923,-0.248429614
240327,0.25816737
240328,-0.576240148
60440,-1.496961599
12322,0.621234857
18596,-0.029425685
545261,-0.348077297
68982,-0.705989259
494504,-0.401716766
83814,0.070204845
240354,-0.331976421
66286,-0.578728921
58801,-0.512720625
114663,0.144395952
67951,0.417294902
70799,-0.382232182
52662,-0.023381161
67897,-0.4053624
17203,0.6723648
74322,-0.192670573
17190,-0.378815467
319195,0.409265084
100217457,-0.407485218
69190,0.236591329
17131,-0.109189444
66191,-0.953113504
225742,-0.238165954
100502841,0.084874167
93737,-0.292892289
66943,0.017035278
17196,0.273735959
100628586,0.007863036
329003,0.340411237
225791,-0.205994938
246102,0.041133902
12916,0.017380256
26410,0.695431242
240186,0.524216339
791318,-0.191508562
75415,-0.401773993
16573,-0.10108386
621998,-1.105859095
338363,0.145192529
18145,0.055689657
64291,0.434800779
225207,-0.343396371
106931,-0.379329079
11829,0.565522321
12558,-0.300719658
328918,-0.638060905
387182,0.041506123
225283,-0.794270505
106957,-0.02588447
19762,0.066041037
67158,-0.149712824
402767,0.359037164
71683,0.226441998
27528,0.019345867
13824,-0.48419915
13476,-0.481991998
225358,-0.250299043
52563,-0.257718831
225363,-0.28177282
81500,-0.156256194
381148,0.833480554
71242,0.313787382
68545,0.591498004
72512,0.39108677
15200,-0.032797668
15115,-0.479514528
24074,-0.472795296
15183,0.287167455
75599,0.205252945
73516,-0.554959613
26384,-0.33750576
24066,-0.338577265
22240,0.39727133
328949,-0.480486152
225471,0.106827499
67526,-0.31751967
20358,-0.425263403
16948,0.221459662
225523,-0.125795235
320253,0.755466166
225594,-0.68638967
170947,0.578705035
104027,0.431730032
12590,-0.024234564
106894,0.219795843
723889,-1.007111982
442846,-0.139975928
328967,0.005854171
328968,-0.296774108
387161,-0.109201629
240334,-0.305914388
17714,0.003734386
106877,-0.342364725
319713,-0.373557865
11555,0.140453954
53382,-0.073172931
14151,0.139839404
70223,-0.033715134
54670,0.294012049
225638,0.985630739
225651,-0.433127519
225659,-0.202912556
19255,0.302343187
17200,1.269536064
269033,-0.184509217
26447,-0.87469587
114615,-0.355278556
16891,0.043085241
212163,-0.265533565
225745,0.269700512
619308,0.718080303
240442,-0.605164783
68731,-0.628747997
67655,-0.298159836
14427,0.102486903
110796,-0.229135742
240476,-0.4404027
67105,0.061848728
12894,0.629687155
72056,0.124181264
12660,-0.148183711
71670,0.360073949
109575,0.1033504
66387,0.179253517
60425,0.482576025
18739,0.522657213
102631855,-0.034303715
66704,-0.457416345
70605,-0.557111146
66419,-0.521621729
108902,0.338498568
107392,-0.287424909
225870,0.2637153
70445,0.406163135
69860,-0.136953481
74931,0.220629058
102635008,0.774968674
14283,2.1917871
381201,-0.264318615
16998,-0.400026417
74126,0.02147653
14109,-0.240054382
723957,-0.091607264
240505,0.571390776
19309,0.347523927
107328,-0.033620037
108899,-0.63217817
109168,-0.181644452
66727,0.507126169
83673,0.352911493
100127111,-0.080739217
107071,-0.032057988
53319,0.065214945
68852,0.325946373
70044,-0.225497056
623688,0.387381036
60527,0.588144701
54525,-0.033495346
269061,0.057461697
225912,-0.613745961
666907,0.322731318
64380,-0.003399521
73656,0.268823977
69774,0.369529591
225929,0.333368666
17476,-0.25371994
258342,-0.141912747
258793,1.576553986
225994,-0.408637086
320092,-0.155952105
11668,-0.625680128
102636896,-0.123787108
100316672,-0.037037542
72351,-0.058564142
226040,1.126011826
107351,0.161786092
67155,0.333733945
22359,1.125102402
20510,0.062769925
74411,-0.394372994
67329,-0.299046424
100503337,-0.284325521
60533,-0.87902479
226089,-0.316193377
77125,1.178823804
23972,0.157015891
76630,-0.021396048
15958,-0.327314282
667370,0.29582174
15957,-0.020224839
226098,-0.205063976
107182,0.131042036
319931,-0.20739484
69104,-0.239549085
107221,0.000908369
240660,-0.917679887
74055,0.218696202
209478,-0.115201367
15201,-0.343841948
212391,-0.296052946
14296,0.294282594
56642,0.558558065
277010,-0.481312968
66388,-0.230714542
329065,-0.1797507
226153,-0.08587092
12234,0.090762652
226169,0.35867292
70769,-0.122861885
12686,-1.381684102
107338,-0.544551632
94279,-0.00082412
57344,0.250305087
94219,-0.348435184
18572,0.072765154
18011,0.412180069
27360,-0.228783827
240672,-0.073482508
18569,0.202423205
21684,-1.843057993
433256,-0.913570601
21416,0.266723471
12369,-0.366498232
11554,-0.389703916
72133,0.411104848
69055,0.127615818
14773,-0.739512463
225884,0.57894443
19367,-0.244961344
245857,-0.169741387
171180,-1.311046908
69861,-2.001082994
19671,-0.710908035
12460,-0.472286178
11474,-0.115828712
52028,-0.581268053
75221,-0.349223208
240518,-0.361904736
12794,-0.096982201
107975,0.574063503
81601,0.017807081
104401,0.485708949
114601,0.441471533
17826,0.093618685
56390,-0.051955712
67457,-0.562778315
12333,-0.127207094
81909,-0.064046074
66406,-0.3584901
56327,0.352327464
107173,-0.698789897
18797,-0.239968201
57431,-0.781534287
68323,-0.216245985
108101,0.096530825
20867,-0.645854442
56072,0.368107396
17254,0.057772169
225895,-0.796677826
70387,-0.650692914
66514,-0.031034493
619371,0.500452412
225908,0.025106903
269060,0.053439461
225913,0.198568144
108673,0.291126676
107350,-1.143991919
64381,0.346298594
109225,0.365049837
68774,0.595475565
20908,-0.160363536
74333,0.193341906
21888,0.100714178
107272,0.412196342
208518,0.216933311
18552,0.451343887
26358,0.029964318
66206,-0.552836523
71738,0.076626812
68034,0.236738131
226041,0.455783862
100503074,-0.484146033
52874,0.322914937
226075,0.537407767
56248,0.207534851
67759,-0.325044506
226090,0.099485011
546723,0.457949947
54447,0.092977208
208449,0.183321431
723826,0.905554534
53412,-1.009407043
77059,-0.186717083
19662,0.46709855
57753,-0.064582408
54132,0.617363379
56454,0.298964093
83490,-0.590804229
71085,0.196733423
212398,0.517998504
107094,0.427591186
72199,-0.063120192
226123,-0.086806757
54612,0.369305131
72832,2.109830019
67573,0.433269931
14718,-0.038669215
240667,0.135673311
16814,0.115227458
76055,-0.540875256
100503392,0.188122675
71041,0.928168966
72691,-0.398127483
108689,-0.117618092
14732,-0.642575533
18175,0.400807375
55947,-1.253035328
226251,0.090665989
73442,0.003095879
74998,0.105645766
76539,0.603252567
13669,0.019417162
94281,0.257675558
100041057,0.107707006
102636558,-0.174669763
114564,0.710552697
18686,0.224198897
227526,-0.418993307
209630,0.455427605
326622,-0.485494142
16588,0.399596897
209378,-0.01746972
100124487,0.169422481
100316663,0.024079806
100124448,0.482612564
735273,0.252178298
100124435,0.27308469
18761,0.460375529
100038528,0.542095253
19212,0.191042341
105244084,0.149472726
20844,-0.218643176
76467,-0.788790438
208967,-0.408310842
54519,0.220622563
56075,-0.120772123
67228,-0.242433676
241274,0.188018166
227615,-0.354504581
11305,-0.328964997
69454,0.285475873
59022,-0.462798046
227627,0.677335139
107771,0.026496497
56279,0.093861581
20931,-0.304144687
140858,0.021872717
105244102,0.074454166
118451,0.023899372
19730,-0.403114153
227674,-0.202782844
22130,-0.259983389
68975,-0.004659359
26569,-0.54226641
20740,-0.368960047
70296,-0.359290671
227715,0.205106759
108897,0.17863494
227721,0.055130447
99011,0.153433294
98952,0.530859923
20448,-0.084707718
50935,0.078045989
11636,0.09217084
13805,-0.287792811
100316776,0.441980868
30933,-0.01064517
329384,-0.384062941
269261,0.158968089
26360,0.51454171
14828,-0.35770203
19224,-0.203301603
258621,0.442397828
258945,0.413620888
236509,0.193221027
59126,0.632465991
674251,-0.34735887
