"ENTREZID","logFC"
77552,0.651404986
12628,-0.156323794
214498,0.102304219
19735,0.047306451
96875,1.998214902
66875,0.14683022
102640919,0.368526445
69399,0.590501108
226517,0.294533489
13211,-0.141719733
15064,0.305330585
433367,0.233175316
20652,0.259507676
30935,-0.717927826
73435,0.289700076
12301,-0.575394792
226539,0.085365003
11758,-0.275961181
226562,0.151850848
226564,0.545818999
18933,0.581267701
98376,-0.213986487
66352,-0.173069346
11931,0.25123536
16963,-0.504445348
108735,-0.061391198
80914,0.642243149
240899,-0.456483116
18514,0.624405952
15490,0.112771233
665574,0.184067671
14130,0.472599631
14127,0.431701398
19044,0.083601697
68874,0.102359187
75345,-0.097387812
12372,0.041003178
74748,-0.821701412
68440,0.294814565
13349,0.954936928
623121,0.284670415
226691,0.658073301
15951,0.194157118
226695,0.538938664
13603,-0.029313235
15365,0.277489581
320110,0.221942665
51810,0.006610855
69726,-0.160475768
15278,0.152953918
67426,0.845731679
13849,0.002651961
98386,-0.597254091
67948,-0.859139603
68897,-0.645284857
15284,-1.026907645
66112,-0.37499993
100316821,0.556921785
226777,-0.462984586
381314,-0.165918143
226791,-0.141813173
21808,0.086033215
67223,-0.258865283
320119,0.099499006
226844,0.306253081
68972,0.084528758
11910,1.092186098
22033,-0.328470384
214742,0.310511811
329324,-1.30417485
215193,-0.049006701
15483,0.14503938
14373,-0.783226865
17221,0.336418836
213783,0.763220933
270685,0.205101149
83397,0.660254864
13982,-0.015140125
68632,-0.96182143
320642,0.101840541
16798,-0.087774685
23924,-0.193620555
268281,-0.404481857
71865,0.369998123
13853,0.467710246
66757,-0.577099068
15273,0.350790495
17684,0.456633122
378431,0.452244497
19707,0.065483544
26408,0.255227847
17761,0.101212776
72567,0.026490675
71804,-0.207584069
20393,-0.115557676
667281,0.905243497
353169,-0.246484779
26464,-0.406624563
22361,-0.635292047
435206,0.469091793
435207,0.210597215
14219,-0.049844306
73910,-0.574460325
212448,0.226599603
69692,0.265203623
76757,0.695861687
212892,-0.348597673
14302,0.077419892
16775,0.201500373
14360,0.130640788
19850,0.087053611
78334,-0.243763823
327747,0.134865973
268294,-0.445106159
70538,0.268770312
100628609,0.717692657
140742,-0.239833897
12484,0.507503128
69443,0.143435367
170728,-0.493493544
78977,0.674569046
23828,0.812082919
77987,0.336621148
14728,0.845796029
215031,1.302508775
66650,-0.539671896
52014,0.024583827
18821,-0.327629614
66403,-0.541580461
14609,-0.44267091
19386,0.21507298
103505,0.408156481
18451,-0.761848006
74048,-0.482384379
216011,-0.037800965
71767,-0.733648081
71361,-0.618008975
21337,-0.852521343
73132,0.076676642
67307,0.140314186
68371,-1.079835275
30045,0.262027767
13654,0.487474511
69288,0.343988743
69563,0.131396373
71721,-0.467430924
52696,-0.254046489
14687,-0.436884503
76877,-0.698437697
11540,0.209134966
20203,-0.290980458
76964,0.103324155
80294,-0.227391501
16414,-0.299756157
22213,-0.468842101
100316811,0.219095965
16697,0.839940908
67884,0.34686395
54427,-0.51069703
216136,-0.510763116
18372,0.37778957
216150,-0.285268816
83554,-0.203621284
50701,0.644369018
114229,-0.212629954
12696,0.102168412
68114,-0.302646443
20054,0.106135762
71564,-0.29879275
208266,0.202983678
17873,0.436167048
100217454,-0.776166031
69678,0.952248885
73822,-0.015782484
102115,-0.216799531
72273,1.178899754
268319,-0.083623155
408062,0.10442825
67933,-0.409041983
50493,-0.348423219
66341,0.059210816
58250,0.099455931
216198,-0.038962692
237422,-0.094202315
69754,-0.439021148
103466,0.151734618
16000,-0.373488408
432486,0.144647415
20962,0.099168112
75089,0.194490271
67454,-0.091008477
237459,-0.097584372
100316689,-0.106205794
13998,0.156186238
70523,-0.657895775
216238,0.222103898
17022,-0.644503266
67603,-0.431838286
114774,-0.023417698
52679,0.494373357
13008,-0.138264648
71769,-0.531206171
21664,0.533340985
268345,-0.048427022
102633245,-0.213186074
216345,0.082205966
382427,0.492545298
70574,0.02490893
66225,-0.353068882
17299,-0.199428365
14421,-0.347867433
102632786,-0.147518621
237611,0.23934319
210035,-0.420890896
107605,0.131700301
56351,-0.443639344
751518,0.103372845
237615,-0.077440157
654440,-0.09698534
102633634,0.21878133
78428,-0.025424779
66118,-0.105942844
16404,-0.495954925
257985,0.087176681
258069,0.214397905
619314,0.604455327
64009,-1.383855006
68652,-0.016054875
70097,-0.415885438
320825,0.075926902
67844,-0.430878353
22288,0.069142682
353258,-0.115945542
380629,-0.001412252
215814,-0.241830012
56016,-1.628699922
21929,0.117763107
18634,-0.053114397
29863,-0.422980814
319887,-0.301079779
237336,-0.267854263
14051,0.990258853
100529075,-0.514185403
209558,0.147069679
432442,0.193702053
237339,-0.960232232
73681,0.167026573
100504586,0.078009913
211329,-0.272099799
15214,-0.409294139
215900,-0.154817616
319638,0.037759601
102633007,-0.325132501
17118,-0.295657717
213332,-0.765142465
100041085,-0.457822248
215929,0.266777026
72472,0.391197449
67239,0.174327724
67371,-0.135005951
103199,0.020308613
103268,-0.334070466
215951,-0.25810068
102636919,0.361808985
109205,0.09161545
76563,-0.575253326
100038725,0.37091877
71567,-0.386508532
17155,0.628369544
544696,-0.470367175
245263,0.34117649
103080,0.034248559
74747,-0.65053509
52717,-0.759423487
22295,0.510877225
71279,-0.36676757
107449,-0.252364544
20397,-0.726548115
27355,-0.146159116
56200,0.310772974
67500,-0.398682354
432467,-0.334545433
102632251,0.130153966
68802,0.716012393
73287,1.070940313
52637,-0.244448108
108950,0.733375081
68778,0.254018017
103140,-0.476783757
75886,-1.087238761
14872,-0.191299045
12834,-0.583874715
59093,0.130577456
108707,-0.292685246
77763,0.921307891
100041261,-0.263411303
670880,0.238552963
110816,-0.081657213
70427,-0.723297019
382384,-0.083511395
14431,-0.209913698
66548,0.980123785
208198,-0.153630608
17347,0.007331735
11776,-0.279741267
71912,0.536527257
30055,-0.04698325
69564,0.377753274
209047,-0.549436274
18029,0.257992742
14672,-0.434058544
18045,-0.52362218
338365,-0.235847282
216190,-0.11054082
77976,-0.112945175
216197,0.224886938
102637873,0.086700461
12952,-0.298213832
72843,-0.071803464
27204,0.222563671
17172,0.19933708
109272,0.322496761
237433,0.206047233
70683,0.052625779
237436,0.466046654
213326,0.283163299
11783,-0.193395936
17997,-0.041720761
67723,0.61434399
12905,-0.734899508
71207,0.529863766
68281,-0.408133515
67405,0.491743208
380660,0.436974932
17878,0.157839205
260315,0.541074165
67226,-0.699703994
216363,-0.217817975
12461,-0.136678405
327826,0.018885531
17110,-1.484813467
432508,0.085546431
17246,0.333083054
215436,-0.405844699
117599,-0.449100431
73914,-0.204255102
320183,-0.282307605
192678,-0.636530917
56480,-0.279505092
73192,0.020994891
117600,0.109403033
216395,-0.271646888
20503,0.229947909
68876,-0.041309147
216438,0.030179795
216441,-0.330066194
16971,0.200942728
66701,-0.270488745
216459,0.426887217
23943,0.072742553
103284,0.139004227
13867,0.039652476
211389,0.144868523
12566,0.021273669
73827,0.076693216
544748,-0.014783523
236604,0.124205112
74203,-0.012453934
56218,0.148628712
216505,-0.362533771
71523,0.150068962
74522,-0.092275647
75219,-0.28808335
64934,-0.163592789
103655,0.425088917
100526466,0.560259401
67465,-0.172932062
71962,-0.364649453
75452,-0.184179113
18082,0.220633652
279766,0.07514988
56089,-0.271475603
22271,0.693679165
22778,-0.019795
100503630,-1.185067833
103784,-0.756856707
114716,0.194761725
103765,0.648679634
22183,-0.154244282
12464,-0.439096461
73873,-0.113172223
74467,-0.05244168
216616,0.005328951
104570,-0.175798538
67579,0.177781441
268395,-0.131672509
216635,-0.319720728
268396,0.454667944
16822,0.067715558
69183,-0.23893222
380694,1.143742047
13591,-0.111972414
216705,-0.103469958
214105,-0.004585716
276891,0.011611347
14694,0.125514246
100216540,0.428420794
258273,-0.078303735
404337,0.061255349
14257,0.426575314
26420,0.041154289
68067,0.44503291
103534,0.360167659
12750,0.040914505
97775,-0.194653658
19052,-0.037344929
67966,-0.267079216
93736,0.116813871
16568,-0.774782845
18452,-0.158812146
66680,-0.265867528
216742,-0.00250041
215335,-0.584021855
27041,0.314655877
216760,-0.343627812
171212,-1.230221424
73158,0.097962914
216767,-0.570886734
631323,-0.522338884
16145,-0.885680666
54396,-0.737235468
258529,0.222324772
258530,0.160119585
69944,0.066740218
100504104,-0.371946413
66771,-0.132246272
237782,-0.200477201
216820,0.165474545
26397,-0.148647406
71520,-0.803283501
432572,0.153829334
72795,-0.506516927
22187,-0.436280565
22368,0.645395348
69221,0.899177871
100217426,-0.085506574
100217455,0.234367692
100217444,0.352521017
94092,-0.026084142
67510,-0.844084835
66456,-0.355721618
52712,0.097163564
338369,-0.351372917
17882,1.319555979
17879,0.85669073
17884,0.147258359
68460,-0.155385484
320207,0.946727222
104709,-0.160823838
19941,0.521379039
71998,0.007310359
68964,0.045621803
20877,-1.29965807
100216530,0.81132631
23801,1.991108862
245828,0.0680649
80515,-1.120197671
22059,0.257417222
69215,0.458436421
100503827,0.365583665
74341,-0.21068501
56310,-0.10273832
67181,-0.112068773
216864,-0.355427052
70510,-0.332082816
13808,-0.012029901
54189,0.298668112
216881,-0.049504739
109212,-0.83414331
18432,0.188568376
53313,0.141792954
94045,0.208433273
74637,0.042093637
193034,0.352151802
380709,0.299110908
258703,0.433673491
67493,-0.632147954
104662,0.074786908
215113,-0.827561459
19062,0.351769011
12928,-0.381572061
67390,-0.323877308
237858,0.712460739
15567,0.098786711
237860,0.179367822
20370,0.146154204
70451,-0.494637924
216971,0.250160018
68385,0.076679017
19376,0.259905964
216974,-0.37896227
11676,-0.750999996
276846,-0.332455474
66274,-0.418233292
18126,-0.508878017
268451,0.017395571
102632809,-0.393086363
387188,-0.776949178
723853,-0.92711546
216991,-0.198048605
71956,-0.260613012
246104,-0.216372317
22680,-0.309737859
103743,-0.358982989
20296,0.276672863
20306,1.447414815
66983,-0.217565506
20556,-0.22011928
20555,0.2296575
20558,0.110545057
20557,-0.433583202
66330,0.027444982
100034251,0.751001275
14038,0.068585547
217026,-0.205334755
78394,-0.237598661
107476,-0.133509618
102635561,-0.471854271
192197,0.398313559
21387,0.348399501
217057,-0.547289286
68729,-0.445532106
380718,-0.245440375
110809,-0.611758842
73921,0.383759794
69802,-0.119113832
98238,0.144965564
215512,0.244916426
18673,-0.296769561
268469,-0.156474009
237928,-0.222793043
56358,0.244618048
192157,0.37067718
246198,-0.231299558
68127,0.400678117
19049,0.432833818
59045,-0.320583612
21393,0.660797
12985,0.320734489
21833,0.080060795
100415785,0.631345452
16705,-0.177209661
670550,-0.56074799
74407,0.19130457
12799,-0.111770391
20850,-0.014138931
27419,0.130943066
71743,-0.554153366
21428,-0.615600991
103733,-0.047202145
103768,-0.123299033
53321,-0.820233009
28084,-0.177572178
68107,0.147001295
19192,-0.031310002
237940,0.127484687
11754,0.570934606
19942,0.23295586
217203,0.407581449
217207,-0.571059213
217217,0.621214039
57265,0.042200852
75689,-0.38394139
20624,0.060709128
67131,-0.088338239
57778,-0.448171191
399609,0.651375111
17896,-0.08262578
16416,0.702966613
52686,0.012644426
24086,0.047298031
77097,-0.236357561
100216537,0.013625532
69066,-0.141716969
102640379,0.924651947
66997,-0.373660535
78455,-0.264119729
100503496,-0.504202761
19084,-0.358514924
102631682,0.623347046
26399,0.05431902
16518,0.30504906
20682,0.627715298
276852,-0.205289481
117160,0.052408655
70355,-0.155860729
320534,0.231954488
237988,-0.539293937
70382,-0.894962044
276905,-0.43984302
71947,0.021294486
76265,-0.401890987
69535,0.1470829
20698,1.114791974
74319,-0.432214274
102638005,1.070057402
74451,-0.307871077
100316690,-0.885629353
268515,-0.262073705
67291,-0.039187364
15239,-0.335230724
170758,0.188067032
80879,0.476520001
67608,-0.015890471
68837,-0.142212382
238024,-0.291923588
63828,0.408500751
210029,-0.52969772
78887,0.133614994
193670,-0.113212802
544752,-0.169454189
74309,0.653163364
103710,-0.167255164
78926,-0.6670697
56012,0.574987805
18972,0.088728518
77605,-0.255350575
100041286,0.689946134
16009,0.455800094
12808,0.240538803
66249,-0.489199019
216551,0.44470559
100316753,1.396370795
268390,-1.647868547
72129,-0.321830412
69922,-0.142249268
216613,-1.325505467
66753,0.203987296
104458,-0.234519774
108645,-0.140846768
66827,-0.446463199
66628,-0.339552265
76884,0.466015633
24052,-0.418251112
13445,-0.273590222
432555,0.609501427
237754,-0.465353258
18412,0.182617512
17001,-0.67241969
30944,0.158395226
214779,-0.349833304
237758,0.118691605
22678,-0.056489864
27274,0.305416725
15384,-0.301311444
66050,-0.033701089
77371,0.399475458
76901,0.070391125
257871,1.107112781
15525,-0.319285966
19360,-0.186725602
20520,-0.392593707
56517,0.69284639
72729,-0.607434571
75530,0.288005806
57783,0.550621737
319475,0.10777073
100502887,-0.582993426
258494,0.217201245
380698,0.492359741
216792,0.509476274
72203,-0.07100453
67826,-0.867155724
194908,-0.535179399
216805,-0.594055653
19416,-1.255856837
20787,-0.085812967
20425,-0.486757498
216821,-0.279334968
24082,0.060815422
216825,0.299967012
13855,-0.306741385
29869,-0.136767226
69747,0.039069355
73139,0.283428374
192976,-0.405428369
102640449,-0.507954977
70383,0.187515581
26398,0.003095765
74184,0.884291258
83431,-0.399065164
216846,-0.095759731
327951,-0.470311786
67020,-0.825754067
216853,-0.266551052
11932,0.528778455
12514,0.951071703
13681,-0.03776524
80886,-0.116670114
11443,0.498952488
380705,-0.309962219
20528,-0.178162268
54351,-0.068478546
69309,-0.261490011
104457,0.105197244
11684,0.290814439
11687,0.08576121
67863,0.275384692
103844,0.299726028
276829,-0.159551357
192986,-0.103331167
11484,-0.462534174
258706,0.095500238
380711,0.160317688
97761,-0.567924167
68275,-0.204227192
76566,-0.048830531
12874,0.123719703
237859,0.244825358
22032,-0.275488742
100529076,0.04010164
100216539,0.222275566
100529077,0.047427433
20926,-0.513564735
195040,-0.67054596
21927,0.100652023
78889,0.146278814
70591,-0.454304485
100503272,0.282400023
67338,0.298651363
19364,-0.293803275
217011,0.250295987
76392,-0.335217874
276950,0.320698687
118453,0.068496603
20304,-0.777190433
20308,0.529090108
20305,0.284638733
20302,0.511082424
217031,-0.254159999
217038,0.451370121
448850,-0.021528319
70422,-0.584301348
77864,0.196468002
66569,0.468687622
74133,0.05385709
68097,-0.369303917
11640,0.194710998
56077,-0.866769186
18559,-0.463342077
217082,0.237239951
71943,-0.473517468
217109,0.161080262
18102,-0.438777159
67684,-0.189860525
264895,-0.220333725
217119,-0.248650161
20391,0.038936037
18604,0.391031109
16400,1.406436486
18053,0.144992239
14422,0.304883077
11951,0.72769464
629750,0.698918229
80280,0.071539656
72215,-0.222412099
65019,-0.324371614
100302498,-0.342666577
72973,-0.430447428
12295,0.22765973
72194,-0.327348244
19014,0.19174005
217166,0.459294082
100037262,0.537382048
12775,0.066697064
268481,-1.217988964
69464,0.270454537
670496,-0.195989805
16664,0.321274386
16667,-0.276475412
16480,-0.023031777
66180,0.12315991
104112,0.140092566
20851,-0.048070453
67998,-0.411452276
217198,-0.836433329
14055,-0.280671428
17285,-0.528017387
19064,0.218115743
15184,-0.256437253
217218,-0.253043979
217219,-0.38989616
56494,-0.39488868
76719,0.15187925
217232,0.149313075
100415912,0.400444985
13056,-0.239636439
72149,0.035006822
56095,-0.078469479
83796,-0.068741668
110880,0.815530954
18613,0.161649688
13207,-0.573783207
68979,-0.075114322
71795,0.218640143
12299,0.255937607
100036768,-1.065891178
52639,0.196368217
217258,-0.281926816
319871,0.168021517
28081,-0.34075204
217305,0.153749041
66176,-0.078103769
71679,-0.106349235
15374,0.378713899
260302,-0.290105263
170472,-0.421167311
15081,0.06247507
217335,0.951192392
217340,0.213625936
114886,-0.125514142
107817,-0.241370972
20382,-0.039908711
71776,0.627223015
72344,0.225052229
12418,-0.788710479
192170,-0.027637801
27029,-0.209081326
319454,0.108062854
78777,-0.330290433
72055,-0.308044846
102640779,-0.406616546
71885,-0.181291373
217365,-0.196543432
66431,0.075562835
209011,-0.834611351
17134,-0.072049402
209027,-0.487251297
67880,0.302782319
12409,0.22260365
14104,-0.148677205
12516,-0.64889142
217370,-0.161356302
217371,-0.242488744
210004,-0.142781384
16570,0.533945399
75302,-0.226251471
13435,0.094229872
217378,0.166158448
104111,-0.483159269
58240,-0.470154826
23967,0.920657876
105014,-0.117392554
67241,0.01008003
76820,-0.05134099
216233,-1.155250577
50496,-0.941733596
19878,0.242173892
71853,-0.495238679
217431,-0.235625862
18263,-0.358781399
668525,-0.664548239
245297,0.433375972
668588,0.180743341
54451,-0.011678227
21340,-0.058595864
194655,0.228073654
67216,-0.613252249
104923,0.294312109
69675,-0.861063558
100294583,-0.099675673
104943,0.299095321
100043065,0.507587219
16777,-0.263246341
238123,-0.252161088
100504486,-0.214689559
380753,0.783116265
28071,0.456894963
22160,0.308525891
217473,0.013281325
319660,-0.003546509
217480,0.266360538
100043606,-0.004021901
11782,-0.412792559
66132,0.252349883
26443,-0.722143146
66603,-0.341147727
18949,-0.368511312
328110,-0.129646804
271005,0.402775956
68055,0.066897737
100040999,0.07587136
104771,-0.691258558
80837,0.415840672
238276,-0.586220603
268564,-0.120894883
110606,-0.113452128
53618,0.058520577
97827,-0.060653069
328133,-0.315559598
20384,0.041503213
64075,-0.108218805
69480,0.696235356
217692,0.02996141
73828,-0.427391887
67039,-0.142492433
171210,-0.039201742
26897,1.633795802
171282,-0.400728553
171281,0.280859422
217698,-1.012117691
217700,-0.732124528
77219,-0.157370465
52708,-0.092576692
72873,0.206359844
74316,-0.145848606
217715,-0.308645721
14281,0.567722077
81703,-0.491011244
76411,0.17575324
14874,-0.155079575
217737,-0.746460857
100038982,-0.516681146
100039052,0.032388741
100039087,-0.244266407
102637693,-0.358733775
22095,1.423242856
14744,-0.099522734
76260,-0.392284669
105245440,0.534342561
104884,0.125429436
51786,-0.308877316
217835,0.020371051
320351,0.271638745
68149,-1.019541737
20717,2.193345552
20716,1.170434186
27381,0.327535478
27379,0.163255114
66787,-0.97239218
18789,-0.192545577
22367,-0.386672934
12454,0.394533886
68519,-0.153754021
723946,1.262548823
723880,0.348713649
723846,-0.427331278
100303646,0.140648713
100861572,-0.46303828
723842,0.412228394
751539,-0.124365326
751521,0.222857116
723912,-0.001889931
751523,0.229350957
100124484,-0.005868237
217864,-0.434446999
22031,-0.719095385
21928,0.696944659
100316932,0.676304729
328162,0.403159474
68520,0.636261539
104816,-0.489248676
319942,-0.027279341
11565,0.08340104
104759,-0.418624498
399566,-0.067926853
217944,-0.206054312
52504,-0.237665242
17977,-0.00822044
217379,-0.212168252
11852,-0.389047148
238076,0.184136211
14245,-0.129509803
217430,-0.205854522
68775,0.544207475
11491,-0.495987428
12879,-0.172862663
15902,-0.270539443
58185,-0.293721802
20115,-0.306005606
104836,0.259566211
71916,0.018628745
19088,0.165531403
30955,0.328935173
751520,0.288360047
11622,-0.372550506
66109,-0.823653037
11861,0.031331423
380755,0.848074432
100316693,-0.646070518
246196,-0.137289704
27362,0.317322977
328092,0.388931817
112407,1.646221622
72183,-0.685876189
217578,-0.594555119
72658,-0.156221014
18035,-0.095056259
70611,-1.026808461
30795,0.592670715
109065,0.032926313
66244,-0.003079412
217666,-0.260148673
64010,0.167718172
110095,0.201149305
30056,-0.222516896
67217,-0.128798884
104001,-0.229011821
66375,-0.060490312
76357,-0.045123133
109929,-0.229607283
20741,0.356338988
17187,0.023121747
73834,-0.40093468
12192,0.417108881
109711,0.797867292
100504661,-0.018011477
110893,0.401450992
214321,0.239591061
238317,0.435578237
217705,-0.403498195
12499,0.098875463
19300,0.057970058
16997,0.030333507
73422,0.273922933
18654,1.619530671
217716,-1.406244633
58520,0.024571808
21809,0.082224576
68737,0.018912735
238330,-0.12738289
64242,0.022886185
71275,-0.541880416
13371,-0.195477508
71375,-0.226114989
73086,0.339951251
68339,0.061465853
68734,-0.182960899
74413,-0.282818588
109181,0.010941371
217837,0.022981489
65256,-0.121112626
27225,0.205336207
16625,0.371504821
94040,-0.289951077
212073,0.293869755
22375,-0.161748545
380785,-0.228963815
102638940,0.568074547
15519,-0.339241887
26448,-0.282812683
74251,-1.168725695
212539,-0.121732608
12709,0.583419923
70257,-0.429109513
56696,-0.369766279
16450,-0.225508242
72308,-0.782210448
380794,-1.177167686
16059,-2.05655395
544896,-1.065446729
195176,-1.650304805
16051,0.037491052
544905,-1.427135392
629826,-1.294306604
636260,0.352552012
238427,0.40339775
380809,-0.55042987
102642252,-0.991851337
16061,-3.186188612
629860,-0.749410627
382692,-1.016754684
780931,-1.21599298
380795,-0.283306482
668542,-0.203056248
619916,-0.283617014
16019,-1.658221084
619994,-1.185799369
434609,-0.331451548
20688,0.430615456
494124,0.588308358
320581,0.255206858
217995,0.153046062
19166,-1.095400695
16323,-0.238626306
21638,0.452517115
27052,0.024115992
319184,-0.473534851
171254,0.12250705
319181,-0.988159474
319149,-0.43147666
68024,-0.429081237
50708,-1.221565799
319178,-0.561498654
193385,-0.020924898
56196,-0.204075608
73326,-0.121546996
215029,-0.030828013
105352,-0.183950936
16364,0.640194447
20708,-0.662526222
20723,-0.13210588
20706,0.233360915
20709,0.16314269
18105,0.14439398
19134,-0.015343846
102640991,-1.315492935
17084,-0.073549634
71340,-0.22335957
14538,0.390777884
100628630,0.657859509
68083,-0.40826889
108934,0.187001599
100038577,-0.037723855
110521,0.337099902
13614,0.362276151
328234,-0.061464539
16468,0.185139897
218203,-0.466800146
66355,-0.519248142
76000,0.139805733
666794,-0.307486663
67252,0.409173051
218214,-0.233596901
15904,-0.464728344
18081,0.730234321
76895,-0.349320407
75678,-0.040357599
407800,-0.109318178
66695,-0.242413617
70930,-0.1581227
105148,0.287456403
109082,-0.562293905
13610,0.091182113
75420,-0.008166544
23882,-0.30843852
14057,0.259645208
107448,-0.641688245
26919,-0.63949838
26385,-0.132355467
67511,0.134113124
72562,-0.397471285
213311,-0.174632278
74386,-0.072779822
328263,-0.246806113
100041420,0.02094797
630579,-0.070382464
628676,0.04566212
628746,0.378110266
100038538,-0.358264937
268670,-0.002277598
77857,-0.119926147
72958,-0.141557153
408058,0.12166076
28114,0.109298728
100316804,1.201883058
20499,0.22903592
72948,-0.7197981
192657,-0.024714676
93692,-0.051604605
72371,0.040372978
68675,-0.018646707
105171,-0.176229805
72852,-0.105831429
72745,-0.663505769
66475,-1.350285136
66970,0.425399866
13361,-0.251035333
218442,-0.095353896
382793,-0.599075315
408254,0.453364777
26556,0.042653273
218454,-0.03393686
21371,-0.861827984
238803,0.194410767
218506,-0.581177483
20595,0.233382574
76041,-0.648534895
17079,0.130378655
108154,-0.759566733
75616,-0.727015493
74559,0.873610922
100316683,-0.249328593
20620,0.067417709
218613,-0.254634999
19012,0.076030375
408066,0.519099002
13723,-0.251674334
218693,-0.625161851
67392,-0.078556775
633640,0.375486382
56838,0.392108917
208715,-0.294671824
236219,0.529494347
105203,-0.158181179
56043,0.298888416
56421,-0.432035767
69237,0.205503986
11472,0.928573351
664862,-0.300963652
83924,0.057169348
21636,0.21726418
76205,-0.485346389
105298,-0.618858509
72739,-0.283394171
319207,0.295959001
93681,-0.274491786
258739,0.403774587
319185,-0.416183887
319160,0.165801666
171259,0.223913992
171275,0.377502113
30946,-0.687525178
320842,0.053143763
100034675,-0.481354912
319182,-0.50558157
